epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
108,419.662,0.76764,0.50285,0.8779,0.95202,0.96257,0.97244,0.7521,0.85747,0.56675,0.92264,0.0006469,0.0006469,0.0006469
109,423.395,0.79512,0.53657,0.89275,0.95202,0.96257,0.97244,0.7521,0.85747,0.56675,0.92264,0.0006436,0.0006436,0.0006436
110,427.127,0.73862,0.48989,0.86874,0.95202,0.96257,0.97244,0.7521,0.85747,0.56675,0.92264,0.0006403,0.0006403,0.0006403
111,430.875,0.73064,0.55584,0.89392,0.94779,0.94827,0.97482,0.77009,0.7713,0.58067,0.89562,0.000637,0.000637,0.000637
112,434.921,0.7626,0.52548,0.85569,0.94779,0.94827,0.97482,0.77009,0.7713,0.58067,0.89562,0.0006337,0.0006337,0.0006337
113,438.953,0.76985,0.49668,0.88678,0.94084,0.94954,0.97772,0.75534,0.81335,0.57361,0.90187,0.0006304,0.0006304,0.0006304
114,442.683,0.74512,0.48434,0.84857,0.94084,0.94954,0.97772,0.75534,0.81335,0.57361,0.90187,0.0006271,0.0006271,0.0006271
115,446.418,0.74276,0.50308,0.87773,0.9672,0.93657,0.97888,0.77757,0.75701,0.51063,0.88451,0.0006238,0.0006238,0.0006238
116,450.467,0.73498,0.53134,0.86802,0.9672,0.93657,0.97888,0.77757,0.75701,0.51063,0.88451,0.0006205,0.0006205,0.0006205
117,454.572,0.71392,0.46884,0.85913,0.96585,0.9498,0.97948,0.78934,0.73697,0.49571,0.87897,0.0006172,0.0006172,0.0006172
118,458.642,0.77524,0.51562,0.8798,0.96585,0.9498,0.97948,0.78934,0.73697,0.49571,0.87897,0.0006139,0.0006139,0.0006139
119,462.707,0.70504,0.53313,0.84152,0.96585,0.9498,0.97948,0.78934,0.73697,0.49571,0.87897,0.0006106,0.0006106,0.0006106
120,466.761,0.79748,0.49758,0.90082,0.9551,0.95242,0.97955,0.77475,0.8048,0.52651,0.8896,0.0006073,0.0006073,0.0006073
121,470.471,0.76433,0.51335,0.87531,0.9551,0.95242,0.97955,0.77475,0.8048,0.52651,0.8896,0.000604,0.000604,0.000604
122,474.228,0.76008,0.46994,0.86622,0.96236,0.95413,0.97731,0.7709,0.77299,0.51573,0.88456,0.0006007,0.0006007,0.0006007
123,477.947,0.78767,0.59321,0.92289,0.96236,0.95413,0.97731,0.7709,0.77299,0.51573,0.88456,0.0005974,0.0005974,0.0005974
124,481.7,0.72767,0.52852,0.90131,0.95929,0.96708,0.97592,0.77045,0.76698,0.48918,0.8837,0.0005941,0.0005941,0.0005941
125,485.416,0.672,0.43339,0.85384,0.95929,0.96708,0.97592,0.77045,0.76698,0.48918,0.8837,0.0005908,0.0005908,0.0005908
126,489.192,0.71828,0.45973,0.86499,0.96985,0.9602,0.97462,0.76145,0.79691,0.47808,0.89471,0.0005875,0.0005875,0.0005875
127,492.927,0.76622,0.58774,0.89376,0.96985,0.9602,0.97462,0.76145,0.79691,0.47808,0.89471,0.0005842,0.0005842,0.0005842
128,496.684,0.74814,0.46348,0.85092,0.96278,0.96642,0.97389,0.76293,0.78352,0.48494,0.89505,0.0005809,0.0005809,0.0005809
129,500.425,0.6725,0.43756,0.83668,0.96278,0.96642,0.97389,0.76293,0.78352,0.48494,0.89505,0.0005776,0.0005776,0.0005776
130,504.172,0.7512,0.52849,0.89624,0.96278,0.96642,0.97389,0.76293,0.78352,0.48494,0.89505,0.0005743,0.0005743,0.0005743
131,507.913,0.73218,0.49179,0.86119,0.96965,0.95383,0.97507,0.74863,0.84033,0.49591,0.92499,0.000571,0.000571,0.000571
132,511.623,0.69978,0.44099,0.84403,0.96965,0.95383,0.97507,0.74863,0.84033,0.49591,0.92499,0.0005677,0.0005677,0.0005677
133,515.365,0.67269,0.46617,0.85364,0.97035,0.9403,0.97481,0.77221,0.79827,0.58432,0.91353,0.0005644,0.0005644,0.0005644
134,519.103,0.66295,0.4362,0.85065,0.97035,0.9403,0.97481,0.77221,0.79827,0.58432,0.91353,0.0005611,0.0005611,0.0005611
135,522.9,0.70542,0.53686,0.8698,0.97335,0.95387,0.97443,0.79658,0.73127,0.57848,0.88932,0.0005578,0.0005578,0.0005578
136,526.93,0.69274,0.47717,0.88471,0.97335,0.95387,0.97443,0.79658,0.73127,0.57848,0.88932,0.0005545,0.0005545,0.0005545
137,530.959,0.68073,0.43262,0.85035,0.9696,0.95219,0.97416,0.80378,0.69552,0.50643,0.87113,0.0005512,0.0005512,0.0005512
138,535.033,0.68822,0.54384,0.88859,0.9696,0.95219,0.97416,0.80378,0.69552,0.50643,0.87113,0.0005479,0.0005479,0.0005479
139,539.157,0.69642,0.44666,0.86679,0.9661,0.95718,0.97535,0.79911,0.70692,0.49947,0.87006,0.0005446,0.0005446,0.0005446
140,542.911,0.66609,0.41222,0.83835,0.9661,0.95718,0.97535,0.79911,0.70692,0.49947,0.87006,0.0005413,0.0005413,0.0005413
141,546.658,0.67823,0.4222,0.84702,0.9661,0.95718,0.97535,0.79911,0.70692,0.49947,0.87006,0.000538,0.000538,0.000538
142,550.437,0.64992,0.3929,0.83897,0.97093,0.95522,0.97696,0.80202,0.69435,0.49589,0.86868,0.0005347,0.0005347,0.0005347
143,554.169,0.6801,0.49526,0.88024,0.97093,0.95522,0.97696,0.80202,0.69435,0.49589,0.86868,0.0005314,0.0005314,0.0005314
144,557.938,0.6193,0.38371,0.82612,0.96719,0.96269,0.97799,0.80033,0.6961,0.46508,0.86627,0.0005281,0.0005281,0.0005281
145,561.686,0.67147,0.40298,0.83074,0.96719,0.96269,0.97799,0.80033,0.6961,0.46508,0.86627,0.0005248,0.0005248,0.0005248
146,565.474,0.77108,0.68286,1.02422,0.96271,0.9634,0.97619,0.80958,0.6601,0.46724,0.85848,0.0005215,0.0005215,0.0005215
147,569.543,0.66374,0.40363,0.83854,0.96271,0.9634,0.97619,0.80958,0.6601,0.46724,0.85848,0.0005182,0.0005182,0.0005182
148,573.586,0.63293,0.38736,0.8467,0.96587,0.94776,0.97506,0.80636,0.67915,0.55085,0.86334,0.0005149,0.0005149,0.0005149
149,577.307,0.61886,0.42583,0.8406,0.96587,0.94776,0.97506,0.80636,0.67915,0.55085,0.86334,0.0005116,0.0005116,0.0005116
150,581.073,0.65706,0.40973,0.8395,0.96545,0.9384,0.97081,0.79364,0.72665,0.63562,0.87606,0.0005083,0.0005083,0.0005083
151,584.815,0.62794,0.41953,0.84333,0.96545,0.9384,0.97081,0.79364,0.72665,0.63562,0.87606,0.000505,0.000505,0.000505
152,588.542,0.67185,0.42685,0.83514,0.96545,0.9384,0.97081,0.79364,0.72665,0.63562,0.87606,0.0005017,0.0005017,0.0005017
153,592.281,0.64438,0.399,0.84635,0.96186,0.94101,0.97319,0.80332,0.71379,0.59935,0.87922,0.0004984,0.0004984,0.0004984
154,596.011,0.63616,0.43678,0.83529,0.96186,0.94101,0.97319,0.80332,0.71379,0.59935,0.87922,0.0004951,0.0004951,0.0004951
155,599.781,0.64366,0.41474,0.85144,0.96267,0.96232,0.97537,0.81516,0.6439,0.48249,0.85699,0.0004918,0.0004918,0.0004918
156,603.742,0.63496,0.40701,0.84282,0.96267,0.96232,0.97537,0.81516,0.6439,0.48249,0.85699,0.0004885,0.0004885,0.0004885
157,607.776,0.63882,0.40648,0.85804,0.96556,0.97388,0.97608,0.80831,0.64847,0.44173,0.85425,0.0004852,0.0004852,0.0004852
158,611.521,0.62446,0.38447,0.83474,0.96556,0.97388,0.97608,0.80831,0.64847,0.44173,0.85425,0.0004819,0.0004819,0.0004819
159,615.302,0.64672,0.41469,0.85691,0.96604,0.97388,0.97645,0.79207,0.67075,0.43477,0.86089,0.0004786,0.0004786,0.0004786
160,619.059,0.63425,0.41608,0.82937,0.96604,0.97388,0.97645,0.79207,0.67075,0.43477,0.86089,0.0004753,0.0004753,0.0004753
161,622.859,0.6268,0.42977,0.85376,0.96961,0.95249,0.97317,0.79215,0.69346,0.48821,0.87139,0.000472,0.000472,0.000472
162,626.605,0.6329,0.41229,0.83794,0.96961,0.95249,0.97317,0.79215,0.69346,0.48821,0.87139,0.0004687,0.0004687,0.0004687
163,630.356,0.62486,0.40696,0.83701,0.96961,0.95249,0.97317,0.79215,0.69346,0.48821,0.87139,0.0004654,0.0004654,0.0004654
164,634.15,0.60337,0.39893,0.83385,0.96213,0.94797,0.97157,0.79221,0.69522,0.52803,0.87463,0.0004621,0.0004621,0.0004621
165,637.894,0.59381,0.38815,0.81868,0.96213,0.94797,0.97157,0.79221,0.69522,0.52803,0.87463,0.0004588,0.0004588,0.0004588
166,641.704,0.60879,0.3952,0.8286,0.95458,0.94112,0.96762,0.80278,0.66937,0.54187,0.86552,0.0004555,0.0004555,0.0004555
167,645.451,0.61598,0.38068,0.82617,0.95458,0.94112,0.96762,0.80278,0.66937,0.54187,0.86552,0.0004522,0.0004522,0.0004522
168,649.226,0.65012,0.47475,0.88521,0.96188,0.94145,0.96516,0.80338,0.64324,0.54769,0.85903,0.0004489,0.0004489,0.0004489
169,652.972,0.67989,0.49618,0.90618,0.96188,0.94145,0.96516,0.80338,0.64324,0.54769,0.85903,0.0004456,0.0004456,0.0004456
170,656.734,0.65476,0.43047,0.85559,0.96099,0.95149,0.96984,0.80535,0.63796,0.50139,0.85636,0.0004423,0.0004423,0.0004423
171,660.452,0.63165,0.4351,0.85648,0.96099,0.95149,0.96984,0.80535,0.63796,0.50139,0.85636,0.000439,0.000439,0.000439
172,664.252,0.61977,0.37341,0.82397,0.96809,0.95896,0.97411,0.80903,0.64386,0.45663,0.85775,0.0004357,0.0004357,0.0004357
173,668.029,0.63905,0.47415,0.9005,0.96809,0.95896,0.97411,0.80903,0.64386,0.45663,0.85775,0.0004324,0.0004324,0.0004324
174,671.792,0.60368,0.39526,0.84821,0.96809,0.95896,0.97411,0.80903,0.64386,0.45663,0.85775,0.0004291,0.0004291,0.0004291
175,675.545,0.61035,0.36833,0.82449,0.9675,0.96642,0.97608,0.80223,0.65363,0.43307,0.86107,0.0004258,0.0004258,0.0004258
176,679.29,0.61976,0.39589,0.82993,0.9675,0.96642,0.97608,0.80223,0.65363,0.43307,0.86107,0.0004225,0.0004225,0.0004225
177,683.105,0.59141,0.37635,0.83563,0.96857,0.96269,0.9769,0.799,0.6568,0.42249,0.86015,0.0004192,0.0004192,0.0004192
178,686.845,0.62089,0.41108,0.85942,0.96857,0.96269,0.9769,0.799,0.6568,0.42249,0.86015,0.0004159,0.0004159,0.0004159
179,690.589,0.59264,0.38251,0.82751,0.96988,0.96135,0.97648,0.80388,0.64761,0.44528,0.85543,0.0004126,0.0004126,0.0004126
180,694.314,0.59938,0.38423,0.83449,0.96988,0.96135,0.97648,0.80388,0.64761,0.44528,0.85543,0.0004093,0.0004093,0.0004093
181,698.073,0.58132,0.37501,0.84875,0.96877,0.95896,0.97488,0.81203,0.63333,0.4749,0.85316,0.000406,0.000406,0.000406
182,701.811,0.60187,0.37144,0.8384,0.96877,0.95896,0.97488,0.81203,0.63333,0.4749,0.85316,0.0004027,0.0004027,0.0004027
183,705.527,0.60273,0.38418,0.86347,0.96877,0.95896,0.97488,0.81203,0.63333,0.4749,0.85316,0.0003994,0.0003994,0.0003994
184,709.283,0.5737,0.37029,0.82873,0.96954,0.95896,0.9749,0.82062,0.64067,0.52211,0.85255,0.0003961,0.0003961,0.0003961
185,713.297,0.59988,0.36938,0.82953,0.96954,0.95896,0.9749,0.82062,0.64067,0.52211,0.85255,0.0003928,0.0003928,0.0003928
